Date,BND,EEM,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225
2023-07-17,71.64401245117188,41.060001373291016,34585.3515625,7291.66015625,7406.39990234375,16068.650390625,4522.7900390625,19413.779296875,14244.9501953125,32391.259765625
2023-07-18,71.7327651977539,40.7599983215332,34951.9296875,7319.18017578125,7453.7001953125,16125.490234375,4554.97998046875,19015.720703125,14353.6396484375,32493.890625
2023-07-19,71.90040588378906,40.68000030517578,35061.2109375,7326.93994140625,7588.2001953125,16108.9296875,4565.72021484375,18952.310546875,14358.01953125,32896.03125
2023-07-20,71.56511688232422,40.380001068115234,35225.1796875,7384.91015625,7646.10009765625,16204.2197265625,4534.8701171875,18928.01953125,14063.3095703125,32490.51953125
2023-07-21,71.61442565917969,40.31999969482422,35227.69140625,7432.77001953125,7663.7001953125,16177.2197265625,4536.33984375,19075.259765625,14032.8095703125,32304.25
2023-07-24,71.49608612060547,40.869998931884766,35411.23828125,7427.31005859375,7678.60009765625,16190.9501953125,4554.64013671875,18668.150390625,14058.8701171875,32700.939453125
2023-07-25,71.41719055175781,41.209999084472656,35438.0703125,7415.4501953125,7691.7998046875,16211.58984375,4567.4599609375,19434.400390625,14144.5595703125,32682.509765625
2023-07-26,71.65388488769531,41.45000076293945,35520.12109375,7315.06982421875,7676.89990234375,16131.4599609375,4566.75,19365.140625,14127.2802734375,32668.33984375
2023-07-27,71.0424575805664,40.939998626708984,35282.71875,7465.240234375,7692.7998046875,16406.029296875,4537.41015625,19639.109375,14050.1103515625,32891.16015625
2023-07-28,71.28900146484375,41.93000030517578,35459.2890625,7476.47021484375,7694.2998046875,16469.75,4582.22998046875,19916.560546875,14316.66015625,32759.23046875
2023-07-31,71.41719055175781,41.95000076293945,35559.53125,7497.77978515625,7699.39990234375,16446.830078125,4588.9599609375,20078.939453125,14346.01953125,33172.21875
2023-08-01,70.9751968383789,41.41999816894531,35630.6796875,7406.080078125,7666.2998046875,16240.400390625,4576.72998046875,20011.119140625,14283.91015625,33476.578125
2023-08-02,70.74778747558594,40.43000030517578,35282.51953125,7312.83984375,7561.60009765625,16020.01953125,4513.39013671875,19517.380859375,13973.4501953125,32707.689453125
2023-08-03,70.3127212524414,40.59000015258789,35215.890625,7260.52978515625,7529.2001953125,15893.3798828125,4501.89013671875,19420.869140625,13959.7197265625,32159.279296875
2023-08-04,70.89610290527344,40.540000915527344,35065.62109375,7315.06982421875,7564.39990234375,15951.8603515625,4478.02978515625,19539.4609375,13909.240234375,32192.75
2023-08-07,70.7873306274414,40.47999954223633,35473.12890625,7319.759765625,7554.5,15950.759765625,4518.43994140625,19537.919921875,13994.400390625,32254.560546875
2023-08-08,71.04441833496094,39.9900016784668,35314.48828125,7269.47021484375,7527.39990234375,15774.9296875,4499.3798828125,19184.169921875,13884.3203125,32377.2890625
2023-08-09,71.064208984375,40.09000015258789,35123.359375,7322.0400390625,7587.2998046875,15852.580078125,4467.7099609375,19246.029296875,13722.01953125,32204.330078125
2023-08-10,70.6686782836914,40.150001525878906,35176.1484375,7433.6201171875,7618.60009765625,15996.51953125,4468.830078125,19248.259765625,13737.990234375,32473.650390625
2023-08-11,70.4412612915039,39.560001373291016,35281.3984375,7340.18994140625,7524.2001953125,15832.169921875,4464.0498046875,19075.189453125,13644.849609375,32473.650390625
2023-08-14,70.3522720336914,39.369998931884766,35307.62890625,7348.83984375,7507.2001953125,15904.25,4489.72021484375,18773.55078125,13788.330078125,32059.91015625
2023-08-15,70.19405364990234,38.91999816894531,34946.390625,7267.7001953125,7389.60009765625,15767.2802734375,4437.85986328125,18581.109375,13631.0498046875,32238.890625
2023-08-16,69.9963150024414,38.56999969482422,34765.73828125,7260.25,7356.89990234375,15789.4501953125,4404.330078125,18329.30078125,13474.6298828125,31766.8203125
2023-08-17,69.92709350585938,38.65999984741211,34474.828125,7191.740234375,7310.2001953125,15676.900390625,4370.35986328125,18326.630859375,13316.9296875,31626.0
2023-08-18,70.07540893554688,38.400001525878906,34500.66015625,7164.10986328125,7262.39990234375,15574.259765625,4369.7099609375,17950.849609375,13290.7802734375,31450.759765625
2023-08-21,69.73921966552734,38.4900016784668,34463.69140625,7198.06005859375,7257.7998046875,15603.2802734375,4399.77001953125,17623.2890625,13497.58984375,31565.640625
2023-08-22,69.8282241821289,38.40999984741211,34288.828125,7240.8798828125,7270.7998046875,15705.6201171875,4387.5498046875,17791.009765625,13505.8701171875,31856.7109375
2023-08-23,70.46104431152344,39.02000045776367,34472.98046875,7246.6201171875,7320.5,15728.41015625,4436.009765625,17845.919921875,13721.0302734375,32010.259765625
2023-08-24,70.29293823242188,38.869998931884766,34099.421875,7214.4599609375,7333.60009765625,15621.490234375,4376.31005859375,18212.169921875,13463.9697265625,32287.2109375
2023-08-25,70.29293823242188,38.90999984741211,34346.8984375,7229.60009765625,7338.60009765625,15631.8203125,4405.7099609375,18119.390625,13590.650390625,31624.279296875
2023-08-28,70.4214859008789,39.290000915527344,34559.98046875,7324.7099609375,7338.60009765625,15792.6103515625,4433.31005859375,18130.740234375,13705.1298828125,32169.990234375
2023-08-29,70.85655212402344,39.790000915527344,34852.671875,7373.43017578125,7465.0,15930.8798828125,4497.6298828125,18484.029296875,13943.759765625,32226.970703125
2023-08-30,70.82688903808594,39.65999984741211,34890.23828125,7364.39990234375,7473.7001953125,15891.9296875,4514.8701171875,18482.859375,14019.3095703125,32333.4609375
2023-08-31,70.94554138183594,39.16999816894531,34721.91015625,7316.7001953125,7439.10009765625,15947.080078125,4507.66015625,18382.060546875,14034.9697265625,32619.33984375
2023-09-01,70.6044692993164,39.630001068115234,34837.7109375,7296.77001953125,7464.5,15840.33984375,4515.77001953125,18382.060546875,14031.8095703125,32710.619140625
2023-09-05,70.21778869628906,39.310001373291016,34641.96875,7254.72021484375,7437.89990234375,15771.7099609375,4496.830078125,18456.91015625,14020.9501953125,33036.76171875
2023-09-06,70.13845825195312,39.09000015258789,34443.19140625,7194.08984375,7426.10009765625,15741.3701171875,4465.47998046875,18449.98046875,13872.4697265625,33241.01953125
2023-09-07,70.37642669677734,38.630001068115234,34500.73046875,7196.10009765625,7441.7001953125,15718.66015625,4451.14013671875,18202.0703125,13748.830078125,32991.078125
2023-09-08,70.39625549316406,38.709999084472656,34576.58984375,7240.77001953125,7478.2001953125,15740.2998046875,4457.490234375,18202.0703125,13761.5302734375,32606.83984375
2023-09-11,70.28718566894531,39.189998626708984,34663.71875,7278.27001953125,7496.89990234375,15800.990234375,4487.4599609375,18096.44921875,13917.8896484375,32467.759765625
2023-09-12,70.33676147460938,39.06999969482422,34645.98828125,7252.8798828125,7527.5,15715.5302734375,4461.89990234375,18025.890625,13773.6103515625,32776.37109375
